ID,預測乳量
480,12.277584612325114
742,32.103477271607716
743,33.240307099318095
744,31.696468996909314
745,29.604580818254757
793,17.648417498842935
794,19.077260778768423
800,32.12311253041361
801,31.877896717546044
802,29.7867091146629
948,18.560877306980878
949,19.777731360887692
954,24.72013904145586
955,22.629051859163575
956,21.415191931828215
1512,12.708553021334142
1513,13.173087319052973
1552,23.368241467195052
1553,21.812501891625644
1554,20.878249292337458
1558,19.384005224456153
1559,18.217784270210846
1560,15.932202806525373
1561,17.098423760770675
1637,23.562786535942696
1638,24.46238339422916
1639,26.227738074664916
1717,13.377099247453652
1718,13.0381279841518
1719,13.323067955731835
1720,13.615831541205155
1721,13.197237653022086
1901,30.611079666323818
1985,33.505134686960325
1986,29.45192103610576
1987,31.60873546976832
1988,24.270187586890216
1989,25.399100471130993
1990,26.94717638681076
1991,26.134980071870494
2037,19.786126646225274
2038,21.001541914344312
2039,18.66676613678511
2040,17.5005451825398
2041,23.385449533188517
2042,22.49578598222561
2043,25.2553546902014
2073,30.032257834829334
2074,26.67460578296134
2075,27.96351714539419
2076,20.356698446584844
2077,21.52291940083015
2078,24.17055148993761
2079,22.642279910270318
2115,26.027898933205204
2116,27.784707891839428
2117,24.281774920006445
2118,22.931066614052984
2119,32.002233120370924
2120,30.391554945562195
2121,31.770518803834477
2147,31.941067110624378
2148,29.7662951230369
2149,31.36733109118966
2180,31.83270676671138
2181,26.890495772687036
2182,28.95006593658474
2183,32.42149647462595
2184,30.6397619511991
2206,16.930010514161133
2207,18.127159035429973
2274,12.737393267968642
2275,28.957768671168406
2316,12.723062725627699
2317,13.168437009298813
2318,13.601089246166863
2319,14.046463529837974
2320,16.372868166967127
2322,15.254474025445155
2323,14.58089214113057
2357,28.919420391756866
2358,30.947492058932333
2360,34.021074068345
2361,27.32477997709391
2362,25.674433024313725
2363,24.9522170713252
2364,23.43499551343143
2489,16.2158447598445
2491,15.778612201524588
2492,15.507701258806053
2493,14.649868303726363
2494,15.020572215805732
2521,20.443554361453725
2522,19.24357800743408
2523,18.09708824465338
2524,21.949498081529587
2525,23.10023837588542
2527,25.363925798585655
2568,24.99995134948113
2570,23.590324194117933
2571,22.400068684949943
2572,19.32594881063917
2573,18.276369902106495
2574,20.33408706325808
2575,21.383665971790755
2605,31.22123627342595
2606,30.071532793788137
2607,25.92438296774572
2608,28.034586231304925
2636,19.78379277715669
2637,18.617571822911376
2638,20.903153286596854
2639,22.069374240842166
2642,27.559647376576294
2643,23.97774954362498
2644,25.188145481877672
2672,28.75701933501334
