ID,預測乳量
480,14.988970331204273
742,30.76235514230382
743,31.250661334380553
744,35.96479994049144
745,33.990323186399166
793,16.441477586761387
794,17.694679050769846
800,31.096283243690603
801,23.713418496386996
802,31.512321327041704
948,17.880861026732273
949,19.08095347318384
954,22.783999988079337
955,21.46251057992696
956,20.720114652941344
1512,12.652749999665385
1513,12.448249985994657
1552,24.752508464306633
1553,23.355973473703383
1554,19.791711383493308
1558,17.96351427897476
1559,16.426568994854215
1560,14.533213218236286
1561,15.25158360044226
1637,23.403605376848937
1638,25.237545711926522
1639,25.630975135026063
1717,12.166115708176205
1718,12.754528509949385
1719,12.508210784315256
1720,11.691889256619678
1721,13.831048359741406
1901,30.549043248043404
1985,35.20444397283928
1986,30.963287191633476
1987,33.539062928507825
1988,20.841263620746176
1989,22.206099916875072
1990,28.45406998671031
1991,27.410340223403466
2037,19.902222664451727
2038,21.013464192213682
2039,18.11050399112965
2040,16.104720332596713
2041,24.726842400330273
2042,23.862276267494476
2043,24.21647890735326
2073,29.011293288552405
2074,26.952166017933337
2075,27.101326442448062
2076,20.732791174669874
2077,22.58161986784132
2078,25.986462575414823
2079,24.53735381328876
2115,25.810435353821394
2116,26.628450297369323
2117,24.571580230837554
2118,22.732710087229385
2119,32.204451548998044
2120,29.531434231080635
2121,26.260759042060474
2147,32.2732213686618
2148,28.802765995699403
2149,31.500296600662615
2180,28.116767223211966
2181,27.07256380880231
2182,29.380573236918828
2183,32.56092421592181
2184,31.38615231654224
2206,17.862178478305434
2207,19.025328634995095
2274,11.16260064029785
2275,28.283756138764453
2316,9.044240117303596
2317,9.717438098388008
2318,10.66574934070737
2319,11.814536673551922
2320,16.14429818864443
2322,14.277526810672285
2323,13.519918305503259
2357,30.789961995320073
2358,32.457930371927134
2360,36.411911682191196
2361,28.46121987249051
2362,26.410722860472273
2363,25.430660083325265
2364,24.01168358091765
2489,17.550354441847706
2491,17.00690434829118
2492,16.115021663059366
2493,14.579049682543804
2494,15.005388147591283
2521,20.817509629530832
2522,19.340762354031728
2523,17.624567368416972
2524,22.617083661458807
2525,24.422134669547034
2527,26.63474733190661
2568,24.834541893505076
2570,23.614683456633127
2571,22.0433403282378
2572,18.547168902510226
2573,17.311413016914248
2574,19.261269277586955
2575,19.95297980652843
2605,28.699047511416346
2606,31.734829536727254
2607,30.052399038127078
2608,31.308685278224285
2636,20.252441233756954
2637,18.897787886523297
2638,21.85902992527951
2639,24.010943977594533
2642,26.8570713739515
2643,25.88004148937296
2644,25.41419825188791
2672,30.738993883484657
2673,30.136105012248
2674,27.389256629247825
2676,25.889544890460833
2677,24.365551031973062
2678,22.239118735848702
2679,23.31998407149619
2712,12.12874886892598
2717,29.826864825969615
2718,31.527530565252892
2719,29.52479849391301
2749,21.861236592224785
2751,29.72455653410042
2752,30.545864314406362
2771,16.003632729371553
2772,15.35196249679416
2773,15.319668552848809
2774,16.132956905693945
2776,16.98006228629246
2777,15.62741080800699
2778,16.265710369177135
2842,30.558778382521933
2843,28.920961940820572
2844,24.895716343984212
2845,31.6117882280985
2881,30.994164469894997
2882,29.89939841922094
2883,27.688806471180268
2884,24.762117063447715
2885,20.27926016790727
2886,27.8200733774963
2887,30.718814462784664
2918,26.784554736324335
2919,32.24363847455463
2920,31.330108631072584
2921,25.985205476130716
2922,27.49932021960409
2952,28.621467492901562
2953,28.654947500746587
2954,26.950813354538607
2955,26.28658020685958
2956,25.62501151390829
2957,31.323353741063467
3026,31.44810366824155
3027,29.17105579628718
3028,25.96573909513681
3029,26.206710510007973
3030,25.65605455080271
3031,23.48401177204621
3184,30.599513982983638
3185,28.003251615162373
3186,26.62347219126509
3187,21.57288012800704
3188,22.571901250723787
3189,25.9601727570369
3190,23.59097971801827
3395,31.282732989174892
3396,26.35782371218335
3397,27.795758392266883
3398,22.873495478318002
3399,24.580603936966856
3400,21.344017490768124
3401,20.014407266869437
3436,18.75446713300572
3437,17.360281746780284
3438,22.46955104457129
3439,20.96773777258658
3440,23.6655261352674
3497,23.98777711311636
3498,20.343430935974936
3499,21.65633962474765
3500,17.30823785320298
3501,18.527861935615498
3502,14.064613774522167
3503,15.769950368851942
3588,15.284871931283533
3589,14.903608965754062
3590,15.763649147194341
3623,29.82912961259951
3624,25.55342215805432
3625,27.24721158790913
3626,23.026116381122023
3627,22.84169855965496
3652,14.644865765853911
3653,11.941939943637019
3654,13.264712202511145
3659,10.348879462589199
3660,10.714478362942115
3661,10.193364841608192
3687,17.846537057311988
3688,16.70221259636277
3689,21.10551207411804
3690,18.96380835373034
3695,21.596029527133123
3696,21.801703595125385
3697,22.358872972359222
3721,15.999915150322463
3722,30.22216099374074
3723,27.46996539623474
3724,31.90177741075138
3725,32.523542970726325
3726,24.6139866053759
3727,29.828247024779223
3755,21.27072056266129
3756,19.864190818596363
3757,26.007441001134133
3758,24.631256292949008
3759,29.98842085503818
3760,27.318637954542115
3761,31.458087260636034
3790,28.622841041485646
3791,34.97329827200518
3792,36.97231066564232
3793,29.499438131631262
3794,31.609511465159812
3795,23.755479837860182
3796,27.419667800908893
3821,28.530533258126283
3822,26.862078793563978
3823,30.07441406883436
3825,24.08297106908427
3826,22.39095170377111
3827,25.33805657405126
3828,25.301413021113913
3852,13.781890205335875
3853,11.88218949117873
3854,13.275319123838774
3910,17.904205124423935
3911,16.906370920759556
3912,19.292180652233448
3914,15.636736139755994
3915,15.666829152856451
3916,15.650903560334967
3917,15.654800161795963
3918,13.222074396881814
3919,12.102648917808171
3921,14.496151521360416
3922,13.186343422693406
3923,13.81198609098312
3971,20.380781605129435
3972,20.61107552823106
3973,21.480507379324404
3975,19.126810380564784
