ID,預測乳量
480,15.275927543640137
742,30.708057403564453
743,31.383495330810547
744,30.40129280090332
745,23.354957580566406
793,14.340609550476074
794,16.492630004882812
800,29.072324752807617
801,27.483230590820312
802,27.181550979614258
948,17.16425132751465
949,19.68682289123535
954,25.03389549255371
955,21.72936248779297
956,22.02288055419922
1512,14.050166130065918
1513,14.227765083312988
1552,24.407360076904297
1553,23.22191047668457
1554,22.040668487548828
1558,20.44223976135254
1559,18.073102951049805
1560,16.287059783935547
1561,17.0893497467041
1637,15.658834457397461
1638,22.991397857666016
1639,24.522972106933594
1717,11.353144645690918
1718,13.938426971435547
1719,14.050166130065918
1720,14.02609634399414
1721,14.227765083312988
1901,17.833290100097656
1985,30.80035972595215
1986,27.472028732299805
1987,29.444101333618164
1988,21.51737403869629
1989,22.33260726928711
1990,26.375186920166016
1991,24.504728317260742
2037,19.892780303955078
2038,21.81540298461914
2039,18.60935401916504
2040,18.34059715270996
2041,24.038055419921875
2042,24.331573486328125
2043,26.144126892089844
2073,30.847625732421875
2074,27.51929473876953
2075,28.345802307128906
2076,20.686952590942383
2077,22.284027099609375
2078,24.921682357788086
2079,24.55199432373047
2115,26.850929260253906
2116,28.7243709564209
2117,24.705135345458984
2118,24.350250244140625
2119,32.006874084472656
2120,31.379154205322266
2121,31.493127822875977
2147,31.493127822875977
2148,24.805442810058594
2149,32.006874084472656
2180,31.247486114501953
2181,26.641481399536133
2182,28.507823944091797
2183,31.772321701049805
2184,30.740318298339844
2206,16.721309661865234
2207,17.68471336364746
2274,13.211140632629395
2275,28.70071792602539
2316,13.539713859558105
2317,13.91951847076416
2318,14.429509162902832
2319,14.62647819519043
2320,16.594999313354492
2322,15.93232536315918
2323,16.09783172607422
2357,27.472028732299805
2358,29.444101333618164
2360,31.326345443725586
2361,26.375186920166016
2362,24.67745018005371
2363,22.33260726928711
2364,21.51737403869629
2489,13.1589994430542
2491,13.1791410446167
2492,13.645381927490234
2493,11.191264152526855
2494,13.55771255493164
2521,22.500574111938477
2522,19.978002548217773
2523,18.696945190429688
2524,24.836631774902344
2525,24.543113708496094
2527,26.641481399536133
2568,24.3029842376709
2570,22.17058563232422
2571,21.612836837768555
2572,17.988859176635742
2573,17.68471336364746
2574,19.853178024291992
2575,20.675853729248047
2605,31.25067710876465
2606,30.934194564819336
2607,26.187870025634766
2608,29.13213539123535
2636,19.873199462890625
2637,18.42719078063965
2638,21.618436813354492
2639,22.596420288085938
2642,28.325660705566406
2643,25.009353637695312
2644,26.669326782226562
2672,28.345802307128906
2673,27.51929473876953
2674,30.847625732421875
2676,26.422452926635742
2677,24.55199432373047
2678,20.686952590942383
2679,22.284027099609375
2712,13.363235473632812
2717,30.914613723754883
2718,29.693531036376953
2719,31.0537109375
2749,20.729307174682617
2751,30.851966857910156
2752,30.256959915161133
2771,13.27220344543457
2772,13.163875579833984
2773,13.584453582763672
2774,14.271733283996582
2776,16.701168060302734
2777,14.98192310333252
2778,14.515682220458984
2842,30.72882652282715
2843,31.0537109375
2844,28.626182556152344
2845,30.18474578857422
2881,29.693531036376953
2882,27.50075912475586
2883,26.674251556396484
2884,21.64060401916504
2885,19.132835388183594
2886,23.908571243286133
2887,24.27825927734375
2918,31.247486114501953
2919,31.772321701049805
2920,30.740318298339844
2921,26.641481399536133
2922,28.507823944091797
2952,31.383495330810547
2953,31.485227584838867
2954,25.978601455688477
2955,24.912418365478516
2956,27.682361602783203
2957,30.092241287231445
3026,36.6338996887207
3027,36.73563003540039
3028,33.331478118896484
3029,35.342647552490234
3030,28.0007266998291
3031,26.16025161743164
3184,31.485227584838867
3185,31.263978958129883
3186,29.48148536682129
3187,23.879549026489258
3188,25.094581604003906
3189,29.024892807006836
3190,26.38961410522461
3395,30.53857421875
3396,27.51929473876953
3397,28.345802307128906
3398,24.55199432373047
3399,24.921682357788086
3400,22.284027099609375
3401,19.77625846862793
3436,20.44223976135254
3437,18.073102951049805
3438,23.72696876525879
3439,22.040668487548828
3440,24.912418365478516
3497,22.197710037231445
3498,20.177417755126953
3499,20.707094192504883
3500,18.125511169433594
3501,18.82590103149414
3502,15.91218376159668
3503,17.161104202270508
3588,14.988171577453613
3589,15.454412460327148
3590,15.050464630126953
3623,31.893428802490234
3624,27.977659225463867
3625,29.70065689086914
3626,25.7714786529541
3627,18.713539123535156
3652,14.495540618896484
3653,14.359402656555176
3654,14.090902328491211
3659,13.365619659423828
3660,13.78142261505127
3661,13.053369522094727
3687,16.891387939453125
3688,16.701168060302734
3689,18.59025001525879
3690,18.56307029724121
3695,21.291481018066406
3696,20.675931930541992
3697,21.684465408325195
3721,28.498245239257812
3722,34.10694122314453
3723,34.328189849853516
3724,29.43646240234375
3725,32.39552688598633
3726,26.724777221679688
3727,29.033153533935547
3755,20.869115829467773
3756,18.514781951904297
3757,24.921682357788086
3758,22.39945411682129
3759,27.053054809570312
3760,27.13556671142578
3761,29.47122573852539
3790,30.668691635131836
3791,31.33188819885254
3792,32.07912063598633
